"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"Raw0",0.0110443399012149,0.100691752827664,-0.102021479489838,0.00437132697037305,-0.00255447958543244,0.0276946099562047,-0.0289655944697654,-0.0261900590286638,0.0126500697559555,-0.0264772545822609,-0.0032757265216586,0.0444776692446351,-0.0179186645441386,-0.00660368969743984,0.00169531034543696
"Raw1",-0.0185368169559239,-0.0969846214446453,0.0866083567916954,0.0199180805925337,-0.0292690239731942,0.0392416832144729,-0.035176174672449,-0.0166884939801554,-0.0217760837261583,0.00839141423539227,-0.0267725226412214,0.0432008516818782,0.00278529460499265,0.0385108637943236,-0.044912941814497
"Raw2",0.017935960180536,0.00639252473421722,0.0145887077591367,-0.0179300953944184,0.0161329312831318,-0.0462944709410555,0.0499381585391833,-0.00409993058446875,0.00707791449455051,0.0215645852968608,-0.0165379381357498,0.0311027262264917,-0.0142288080166957,-0.0313213642521374,0.0352576354343205
"Raw3",-0.0935756330531763,-0.0240569854968358,-0.00418310522917105,-0.0216947345542247,0.0274333870776779,0.0196755687067722,-0.0186414238150888,-0.0207716700201099,0.000380116634718637,-0.0265985158483568,0.0533727169312182,-0.00874107076321565,-0.0163416604543149,0.00408559255456961,0.00220844962424884
"Raw4",0.0552076385994432,0.00723566647723559,0.00509694196957473,-0.054946505318092,0.0509359816788337,-0.0175961512553881,0.0138501971150425,-0.00167465784875458,-0.0234655123830176,0.014150154110564,-0.0128083237489129,0.0252068562625314,-0.0916217050693505,-0.126904679383335,0.122474818957514
"Raw5",-0.0384048566482295,-0.0602797138592872,0.0685629434216528,-0.0353882904399395,0.0328481008602737,0.0308103264296125,-0.0250958354019236,-0.0206142624898201,0.00882230651760573,0.0236758479965516,0.00178422094585498,0.0629124955871486,-0.0272949349301421,0.00510168929220098,0.00316506659939118
"Raw6",0.103306586712531,0.0117049588530801,0.00227667527104078,0.0571534274784583,-0.053927963250871,0.0325909768375598,-0.0276409437893639,-0.0388185765327774,0.0260356357414946,-0.0665869926281952,0.0221868328092041,-0.02771782453237,0.0360215626743589,-0.0322132646796133,0.0555672260307533
"Raw7",0.0246354372450509,-0.0739838107313882,0.0668292249259797,0.0024913749397205,-0.000111419709739022,0.0897328031762971,-0.0887468934930476,0.0454287460016531,-0.0185291520380451,-0.000775396829667702,0.0164021576640716,0.0458135845445803,-0.0494260127797537,0.0675069810751133,-0.073548019831034
"Raw8",-0.0582299236476699,0.0240616185521619,-0.0489979957157834,0.111988933214666,-0.107210044194183,0.0432189457479351,-0.0480794531753738,0.0207504921765383,-0.0331920456954322,-0.0308205998385888,0.0482921665313649,0.00937781658729758,-0.0158631749759055,-0.0443918223161145,0.0156326806086999
"Raw9",-0.0611471858417442,-0.0316752952713111,0.00716966250931951,0.0420460556221121,-0.0528449676886709,-0.010376366736771,0.0122649164924558,-0.0243092986010623,0.00409362779088469,0.0160522873437077,-0.0599093055573299,0.0469672351671478,-0.0414129164415142,0.0534216429292591,-0.0339856747003722
"Raw10",-0.00909444681555305,0.116796003436827,-0.117888190324638,0.001429480738091,0.012525252343832,-0.038959858362376,0.041356063812996,-0.0295833178580246,0.0416785642410754,-0.108920847860035,0.0609801653530662,-0.0147659066315606,-0.00310630296638015,0.00980965873909803,0.0273782334252517
"Raw11",-0.0490943689653479,-0.0125169334923831,0.0114139624265298,-0.0108653468274034,0.0144591144204006,-0.00703348929317736,0.00463136719595458,-0.0291036636565247,0.0379713994453206,-0.0256800307086108,0.0197922242868374,-0.0168320269488826,-0.00524574343381126,-0.00456707509691846,-0.00417368486105286
"Raw12",-0.0238558868035812,0.00837624185797564,-0.00796997020318823,0.011995119700874,-0.00850657489347729,0.0196876629117672,-0.0216023686794619,0.0649532683431368,0.00214798693594518,0.0203312919446732,-0.0156673414779669,0.0414312334425371,-0.0554190062844036,-0.0430319341862298,0.029222687698479
"Raw13",-0.128502726015334,0.0723646741565839,-0.110768333849898,-0.0163532641703131,0.0131817868993906,-0.00174314514715574,-0.00526353062731315,-0.0221029766970633,-0.00529536099821636,0.0186101317722394,-0.0181777653551492,-0.076571139403465,0.0838358453692278,0.0161483273918671,-0.0262561373309545
"Raw14",-0.0200280846837429,0.0609068054319165,-0.0629152925575007,-0.0846900512954094,0.0880771881965126,-0.0326771232463774,0.0272394974519331,-0.0402056986760641,0.0097057409465947,0.00799799305815897,0.0258577806080131,-0.00699896817288497,0.0357037508818012,-0.0610329426255088,0.0254186566473651
"Raw15",-0.0413609897490342,-0.0324977671500039,0.0045922132563481,-0.0137492522934697,0.0149450343642387,0.080555971066879,-0.083909808836776,-0.058435827032945,0.0951862701131921,-0.026809247282668,-0.0220344128719612,0.038862903678457,-0.0978750103386637,-0.0180554635373757,0.0207706210596192
"Raw16",-0.0327311261482404,-0.0126875903006981,0.00184797656811754,-0.0284639082326913,0.0322263675114512,0.0183898862574667,-0.0158896094417064,0.0182296906240321,-0.0130692415929159,-0.0385435984773256,0.0195257435586556,-0.0313953865901867,0.0627776563562088,-0.0123530705569323,0.0168077634003842
"Raw17",-0.0296387196157473,0.0460599288264939,-0.0442169215468047,0.0322266394510425,-0.0302476839627324,-0.0725749680273316,0.069051238610459,-0.00338283388165134,-0.00801746507075902,-0.0266506937794084,0.0112464860284899,-0.0225216236627724,-0.00270027941183152,-0.0292887543688704,0.0227704690697696
"Raw18",0.00823319663475134,0.0208871676656801,-0.00511773144706659,0.0111389695713321,-0.0117093377034587,-0.0881820474384621,0.0920600290931546,0.00434740972510677,-0.0265830249177918,0.018575702070488,0.0124089172906559,0.0129373856861563,0.0240131220033586,0.0151578538234963,-0.00554455710199637
