"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"Raw36",0.00804905696606801,-0.000322403511673279,-0.0317829281391853,-0.0335444023567999,0.0827955479959184,0.110746604762765,-0.0977288006075809,0.00822036832478094,-0.0174130198074511,-0.0521535500741334,0.0593569609049549,-0.0213338565114921,-0.0464322039450415,-0.028452330329591,0.00808518620801767,0.0123212535817929,-0.0614985549446022,0.0519553124887475
"Raw37",-0.0248064099102298,-0.000482757447830482,-0.00263728027648599,-0.00737244560930191,-0.025836235534307,0.0312909287536004,-0.0713304129575075,0.0723495038866213,-0.0456436628564137,0.0522494266353103,-0.0669676051770456,0.0519838961602832,0.0665518298884629,-0.050866712347432,0.0398536425190632,0.0174326735609887,0.0184237729565413,0.0106395628430559
"Raw38",0.00732259082400484,-0.0295795195481556,0.0548479710803769,-0.0736049023298002,0.01553996271571,0.00421228410537481,-0.0112303683495156,0.0153657483863164,-0.0346942572622791,0.0824238693803566,-0.0978524769048869,-0.00318897901124871,-0.0197081533399001,-0.0251465270855406,-0.0286209559352351,0.00474340481387387,-0.0149713114647581,0.0289685090592145
"Raw39",-0.0395095678948272,-0.00128179820035677,0.00082277660709133,-0.0245121320251512,0.0343412614256645,-0.0119012607646165,0.0241475810366694,0.0324214895408653,-0.0271916531643346,-0.00233450881962416,-0.00523260108278091,-0.0129380311592402,0.0911042633464164,-0.0655145880288338,0.0782581431478102,0.00219954421913912,0.0011912248387339,-0.0127822472136231
"Raw40",-0.0682890571550678,-0.0584277021562628,0.0165044001980892,0.0204382217205873,0.0108489527988826,0.0709374261944939,-0.104158799196642,0.0285953533896318,-0.0155309905576347,-0.0321950905654074,-0.0786312225708573,0.0106637333561659,0.0738642350409884,-0.0320545133691509,0.0378902508459144,0.10074096663087,-0.0549979700787195,0.0339335547540577
"Raw41",0.0158814414595534,0.0463397779512966,-0.0466578500320452,0.0267773987318851,0.0493528175494877,-0.0329996722032786,0.025516820306955,0.0125858370843117,0.0145915084147784,-0.0876826306237137,0.10905706613558,0.00205279231517383,0.0883566366914041,-0.107829079413307,0.117268834123716,0.0172986602513245,0.0127226793660442,-0.0547149496507993
"Raw42",-0.0826185698669076,-0.0375301864663036,0.0475426070275927,-0.0265361658069747,0.00550466145918557,-0.0290995630368169,0.0598394326199965,0.0371396966014899,-0.0381343591671868,0.0025049210040089,0.0711906608816423,-0.015209196257473,0.076284994957027,0.0282905826121329,-0.00145222030847013,-0.0858957447442952,-0.0164487623326998,0.0026152377074571
"Raw43",0.0284379240253982,-0.0487924168455922,0.0623888922602067,-0.0590484850809655,-0.0406528130605822,0.0244387640625204,0.01243098067944,0.0538400112418755,-0.0537299295173043,0.0912128579874112,-0.049630884956907,-0.0441610012660378,-0.00491411847951521,-0.00148886583344726,0.0256025110085836,-0.00562281149986885,0.0163860599726589,-0.0531969439409664
"Raw44",0.0873696523510168,0.020438878038741,-0.0254528860672112,-0.0217866121963776,0.00364781236037177,0.057658744003889,0.00103702186327705,0.104557975020164,-0.0859612446984765,0.0395190061148455,-0.0209271949142601,-0.0803763009606949,-0.0145988590492224,0.0225994055647392,0.0268707651011275,-0.00262799135091672,-0.0533883942489445,0.0426455770330695
"Raw45",-0.00570319133527855,0.00335797644210264,0.0177040580201959,-0.0503904309693309,0.0412871481442666,0.00131831598533438,-0.0222892617695194,0.0358383931502519,-0.0530914450654199,0.0177469777329467,-0.0211563217783084,0.0332707003233665,-0.0555954756038449,0.0342644159257138,-0.0235022380738516,0.0133493672733822,0.0347604058797093,-0.0215084321948418
"Raw46",0.0388416262540216,-0.0545017352622144,0.0370569391854493,0.0250804516884923,0.0129343621585455,0.035839502628278,0.028117062138383,0.00109188358339266,-0.016468483989402,-0.0459473769491361,-0.0269794508423516,-0.054237583908808,0.113376367493176,0.0144504787815166,-0.0109157481415113,0.0436385595450503,0.0604870872499269,-0.0425992724009497
"Raw47",0.103229915610991,-0.0821390087250733,0.107757957351782,-0.0369954102860532,0.0757931759805909,-0.00307498425067025,0.0353346434698155,-0.0399329108856144,0.0366690986285595,-0.047396723716555,0.0364364674588934,-0.00710250943475162,0.0146647262670749,-0.000785843995737992,0.0140393351613747,0.0356005550381036,0.0219027556759817,-0.0267751421995916
"Raw48",0.0155052754778326,0.051868300750653,-0.0556756793080326,0.0522640237628823,-0.0534561222160797,-0.0279171282665355,0.0129785400222394,-0.0461578963073194,0.0523290774045054,0.0331563759349287,-0.0223866172041759,0.0114175546594379,-0.0109824698935211,-0.0248485545010572,-0.0696578758724045,0.00682416731758203,-0.0554964023965754,0.0790643616366197
"Raw49",0.0255384406176522,-0.00909383936541143,0.00116885825906286,0.0225496167715464,-0.0417545467632466,-3.63825569469274e-05,0.0060987985960134,0.0853616186145943,-0.0684432189626124,0.025283498424729,-0.09605031851677,-0.0122319013261082,-0.00530363167927331,-0.0127330016166996,0.00593945886595345,0.0293207568206768,-0.0194372322800014,0.0343011492295411
"Raw50",-0.0345997078828036,-0.075593536876264,0.075867025343525,-0.00461153545439756,-0.0139448198420165,-0.00259422724988137,0.0526756442518119,-0.000588020357640347,0.00405385206926971,0.0183946755557715,-0.0580464450859142,-0.0431383454989915,0.0245260141540515,0.0598077885561807,-0.0394636298812548,0.012457027147068,-0.0293844637651441,-6.829997069052e-05
"Raw51",-0.0291276768785576,-0.0149286471476051,0.000896628669496143,0.0317334273425148,0.0178934332688621,-0.00542468447077227,-0.0539393898371399,-0.0542993322605992,0.0346686997139313,-0.0738599491342437,-0.0774574737900732,0.0500847269483095,-0.0943102163469537,0.0166529800703433,-0.0428747051749279,0.073020032491695,0.0303267033597875,0.0082241482857864
"Raw52",-0.058875265784165,-0.0042350608704092,0.0215397303981961,0.00985578158996856,-0.0363958346762418,-0.0461458650904736,-0.0352257683820266,-0.0602805692115931,0.0525899641625561,0.0430121397022135,-0.0471104576134999,0.0781325036465912,0.0513074534422206,0.0530350641675908,-0.0390323725449466,-0.0529075858322678,0.00650057857852631,0.016447286097992
"Raw53",-0.0584996451498037,0.0231814566542597,-0.0377436259181391,0.00408514385777109,0.00923901085701061,0.0108252755978557,-0.053853960226554,-0.107488439465609,0.0997292724828113,-0.0166157325192535,0.000417842235470754,0.0153399971046233,0.0162782464753523,-0.0122209692637665,-0.0469672635679492,-0.0435181500443438,0.0730216742483037,-0.0505278911868017
"Raw54",-0.0555442955141252,-0.0368746951162497,0.0374048612020357,-0.0185703830274915,0.0382675726961054,0.0011577231884286,-0.0537639836576323,-0.0408715663745636,0.0483439442203396,-0.00495950346208694,0.013521376664527,0.0246645335578196,-0.0405433531641824,-0.0202704289239022,0.0135673903887513,0.0456941325009407,0.0543641161856304,-0.0472850546100495
"Raw55",-0.00617540110087069,-0.0202059767640958,0.0359975609672407,-0.0353070558664693,-0.00263158304915425,0.00570360553821261,-0.0381094347199305,-0.0347090577826468,0.0195590555480722,0.0376280258151496,-0.00394794744819865,0.0485743344162672,-0.0940243070383845,-0.040891465402611,0.0157626461598163,0.0138646459968955,-0.0217409614306422,0.0109222276087563
"Raw56",-0.0214935811901016,-0.0819372506087035,0.0403818085307956,0.0281280289077641,0.00153127820793673,0.0635825568320854,-0.0407547374014179,0.00997019748010758,-0.0310097860694559,-0.0539507797080509,0.0138987659128391,-0.0569545886114651,0.0459448549429871,-0.0158938184482276,-0.0320195468550604,-0.0305505350312823,-0.00878168488977397,0.00150422880665939
"Raw57",0.0785889180567938,-0.015190957784417,0.0190578796165095,0.0359805911557737,-0.0776317771611948,-0.00946987496971729,0.0191738360214576,0.000287101120293515,0.00503981075209859,0.066442914253376,0.010191859778427,0.00149001974554177,-0.00838135591677355,0.0898540956740633,-0.0656228438678168,-0.130888588674545,-0.0893921366482604,0.0768948109096708
"Raw58",0.00936041124793444,0.0298748677554967,-0.0345589167443785,0.0124183022576389,0.0150907833064767,0.00353397244026379,-0.00695182915313197,-0.0464049580202524,0.065603623581397,-0.0381553545072253,0.0134128470574665,-0.043184164909806,-0.121181528019306,0.0354974792237631,-0.0442727998318772,0.0056098688688866,0.0432469897286824,-0.0875285110753771
"Raw59",0.0152405647162988,-0.0689647304463569,0.0711469097809763,0.0108259799266065,-0.0460109432690315,0.00870118113604485,-0.0220020057610545,-0.053466441962794,0.0726481187340188,0.0598244073248893,0.0096891418026191,0.012400915555512,-0.0172166660702611,-0.0142453293855006,0.0103001711490018,0.000936923497215781,-0.0213480963751555,0.00313357159992406
"Raw60",-0.013046258496962,0.0709462271920158,-0.0863699244372865,-0.00889739385807613,0.0689083500237993,0.0394959511776269,-0.00981645300335487,0.0153968705971016,-0.00528171870736917,-0.0164934340847123,-0.0888755396576646,-0.053466035997952,0.0530144096479861,0.000152827211907618,0.00697986942662397,0.124307394614724,-0.0310186343445421,0.00659864395462988
"Raw61",0.0577893687327008,0.0295833659491365,-0.0310089747622499,0.0144476708543124,-0.00377461580872325,0.015280657883885,-0.0268634158573093,0.0179319687606883,-0.00567884038178023,-0.0279241374406417,0.12287206349294,0.0286396210618711,0.0677811462533836,-0.0156974814476509,0.0344225239437246,-0.0777545177613502,-0.0175761113302354,0.0304064120543742
"Raw62",-0.0120944355366097,-0.0163128070682604,0.0122029321252687,0.0477501983658764,-0.0517089118856572,-0.0338037854317651,0.0136406475222784,-0.0413302642796856,0.0635229258381025,-0.0226783918351865,0.0123176416591827,0.025775364251612,-0.076758370075839,-0.0601715351865848,0.0410655404007545,-0.0137268989160309,-0.0641165039246303,0.0722822757223183
"Raw63",0.0209091595638255,0.00788586915452906,-0.0238399351549599,0.0348275576028071,0.010724642467939,0.00325693667097246,-0.00415860733388444,-0.0228730288644551,0.018726754617925,-0.0452013559306824,-0.0388642956058464,-0.0148397713463584,0.0542039432099583,0.0850673011439945,-0.0528432783922746,0.0488354631966132,-0.0573659525492047,0.0428572437577091
"Raw64",0.028608155102918,-0.00116500853491871,0.00345399794506096,0.00512341935691368,0.0257901196044393,-0.0155296921161409,0.0433727081976273,-0.0384907610020142,0.028014281150858,-0.0339393766562473,-0.0285570932328202,-0.0384427883029353,0.0327306725407544,0.0300532832119732,-0.0152042599967802,0.0316239577866332,0.000510440087355008,-0.00119164694983608
"Raw65",-0.0155937797049768,-0.0243758926487813,-0.0289860203219673,0.0956769670700896,-0.117196970086402,0.0395247102438452,-0.0183998777802211,-0.0252450797385624,0.0545295216997423,0.0131702931051143,-0.0388143325170599,-0.0233587660084306,-0.00865094133947614,-0.0250246388796801,0.0330015806660121,-0.00681258439564155,0.00587003985124034,0.00507942988099306
"Raw66",0.0231812919097954,-0.0674616044623676,0.0526867322646962,0.00452628079771246,-0.00607703940364353,0.0561724180028045,-0.0858992291904559,0.00815182850133586,-0.00230410839619472,0.00892013411502677,-0.0745337163039797,0.0234392899642563,0.0143871930477911,0.0204939395551473,0.0322533111258871,0.0180953548050795,0.0350135895986741,-0.045826928673706
"Raw67",0.0280464248497968,-0.0554522629102581,0.0548925306209988,-0.0957389815438475,0.0754189848009175,0.0926137054332976,-0.100196143338852,-0.0684831733676304,0.0617171675369601,0.0379559432609073,0.0320482083564743,0.0028064879882133,-0.0160132256726158,0.0111658608295611,-0.00937948249211224,-0.047645377211985,-0.0227102777479248,0.00301641406643414
"Raw68",0.0204705010726287,-0.0359636815793884,0.0552571024619439,-0.061588495262339,0.0597893063695567,-0.0111334203306925,0.0144577961874381,0.0272860859559194,-0.0281060251913784,0.00855112412375251,-0.00591396797618242,0.0149141637493886,0.0250611754867751,0.00978618359728416,0.0246765106147314,-0.0132246382283012,-0.0117848387021123,0.0129522756752491
"Raw69",-0.0344852187436946,0.0175880941211332,-0.0325554586297354,0.0517204014344599,-0.0386880214432317,0.0135760043180113,-0.0687030129169621,0.00616124927971485,0.0146454049900221,0.00552843902866126,-0.0331990100543537,0.0551554752361392,0.0361750222909795,0.00933951410102448,0.00981468768812388,0.00522568211388099,0.00568572427404545,0.0220056609890648
"Raw70",-0.0849476060656009,0.0664192526548402,-0.0905741385778922,0.0211923598445904,0.0140726293235977,0.0203071020046734,-0.00484608926289071,-0.00553003630834401,0.0199966291252726,-0.0524927595518753,0.019868225292846,-0.0258198869181717,-0.10924128515201,-0.00514607779026544,0.0242186796590207,0.00880239867250488,-0.0974371671086188,0.0849358856241069
"Raw71",-0.0468180627665656,-0.0239031894121924,0.0248251064188848,-0.0512450298075229,0.0773527598439011,0.0187195509567926,0.0153772229131468,-0.0864840242863395,0.0587135957434016,-0.0424440165159898,-0.000934385882947486,-0.0233495898885509,0.0226577783561421,0.0780797010770353,-0.114326482198809,0.0162972753140767,-0.0763912184843299,0.0598585181156514
"Raw72",-0.0328698055659081,0.000564326815161941,0.0116890864292923,-0.0602205860164771,0.00105952310654628,0.0242162598099788,0.00851508887450352,-0.0777743325187345,0.0703368080872591,0.0801713409324216,-0.0346139981962252,-0.034750118983965,0.0594054273825958,-0.023387616433769,0.00737497629811553,-0.0236297131539315,-0.0515199252510087,0.0565391011614321
"Raw73",0.074672694931973,0.0265790277188255,-0.0204744826865809,-0.00719966663905378,-0.0353140431685817,0.0273587162781297,-0.0125492205262946,-0.00154770362191448,-0.00687969354008291,0.0464133340278588,-0.036617639593785,-0.0305741902636171,0.03090813470337,0.0203325001432203,-0.0538979395562483,-0.0556070193006613,0.00673696581456844,-0.0175472481500097
"Raw74",0.018340295448457,-0.0101596758077504,0.0219312719071257,0.00734687813544985,-0.0938439996361989,-0.00526088614756955,-0.0445350181220405,0.0736448837900384,-0.0497872585648417,0.0904932148465604,-0.014649119957831,0.0690119699858873,-0.0720205565429749,-0.0449772846309666,0.0415321658824525,-0.0419144266038809,-0.0842209478942426,0.0930358011244676
"Raw75",-0.0300000648223835,0.0982875776873701,-0.0467586737595726,-0.0298711559343825,0.0179511232014149,-0.10719979396346,0.117187581051957,0.0104574343808792,-0.0137242940921466,0.0123339281483723,0.0976921246044556,0.0242279153058121,-0.0716778944075639,0.0151630962534533,0.0163309082648908,-0.0868235111474756,-0.0420343472788006,0.0187074443587894
"Raw76",-0.0208871379071817,0.0175210531844465,-0.0257094941464909,0.067259287221112,-0.0217972870791165,-0.0689439957204269,0.0412353297793603,-0.0376553475347207,0.0493191401644668,-0.0545969703799665,0.000509125057806504,0.0199442640888513,-0.029258402610454,-0.0307112391742263,-0.0167932191286593,-0.0156402133754946,-0.0497211933305716,0.0382340912943007
"Raw77",0.00674065485837593,-0.0165348169632834,0.0227718038460994,-0.0490097875659123,0.0377657939256111,0.0347415827187514,0.0369692553942859,-0.015455486902868,-0.00307115448131275,0.014560564872586,-0.0130656167446388,-0.0734369725746211,0.0498783398966624,0.0243455786082891,-0.0312590008530991,0.0239424825925932,0.0124338928452708,-0.0184005570813655
"Raw78",-0.022451246544996,0.0556429266720067,-0.0195341490771928,-0.0581896652388469,-0.00463332186837442,-0.0395063254920047,-0.0201963465195039,-0.0391932921435673,0.0370956464166662,0.077914977830927,0.0687779618705927,0.0400409500606472,-0.101567985402024,-0.000591249489898751,-0.029070919196134,-0.0834719870761924,0.047751642819425,-0.0331788767546404
